,fips,province_state,country_region,confirmed,deaths,recovered,active,date,positive,negative,hospitalizedCurrently,hospitalized,hospitalizedDischarged
4385,,Hong Kong,China,256.0,4.0,98.0,,20210119,289939,,1066.0,,
4386,,Guangxi,China,254.0,2.0,250.0,,20210119,289939,,1066.0,,
4387,,,Russia,253.0,1.0,9.0,,20210119,289939,,1066.0,,
4388,,Shaanxi,China,247.0,3.0,237.0,,20210119,289939,,1066.0,,
4389,,,India,244.0,5.0,20.0,,20210119,289939,,1066.0,,
4390,,,Peru,234.0,3.0,1.0,,20210119,289939,,1066.0,,
4391,,Tennessee,US,233.0,0.0,0.0,,20210119,289939,,1066.0,,
4392,,,Philippines,230.0,18.0,8.0,,20210119,289939,,1066.0,,
4393,,,Iraq,208.0,17.0,49.0,,20210119,289939,,1066.0,,
4394,,Wisconsin,US,207.0,3.0,0.0,,20210119,289939,,1066.0,,
4395,,,South Africa,202.0,0.0,0.0,,20210119,289939,,1066.0,,
4396,,Connecticut,US,194.0,3.0,0.0,,20210119,289939,,1066.0,,
4397,,Queensland,Australia,184.0,0.0,8.0,,20210119,289939,,1066.0,,
4398,,Ohio,US,173.0,2.0,0.0,,20210119,289939,,1066.0,,
4399,,North Carolina,US,172.0,0.0,0.0,,20210119,289939,,1066.0,,
4400,,,Mexico,164.0,1.0,4.0,,20210119,289939,,1066.0,,
4401,,,Lebanon,163.0,4.0,4.0,,20210119,289939,,1066.0,,
4402,,,Kuwait,159.0,0.0,18.0,,20210119,289939,,1066.0,,
4403,,Maryland,US,149.0,1.0,0.0,,20210119,289939,,1066.0,,
4404,,Alberta,Canada,146.0,1.0,0.0,,20210119,289939,,1066.0,,
4405,,,San Marino,144.0,14.0,4.0,,20210119,289939,,1066.0,,
4406,,,United Arab Emirates,140.0,2.0,31.0,,20210119,289939,,1066.0,,
4407,,Quebec,Canada,139.0,1.0,0.0,,20210119,289939,,1066.0,,
4408,,,Panama,137.0,1.0,0.0,,20210119,289939,,1066.0,,
4409,,,Slovakia,137.0,1.0,0.0,,20210119,289939,,1066.0,,
4410,,,Armenia,136.0,0.0,1.0,,20210119,289939,,1066.0,,
4411,,,Serbia,135.0,1.0,1.0,,20210119,289939,,1066.0,,
4412,,,Taiwan*,135.0,2.0,26.0,,20210119,289939,,1066.0,,
4413,,Gansu,China,134.0,2.0,98.0,,20210119,289939,,1066.0,,
4414,,,Argentina,128.0,3.0,3.0,,20210119,289939,,1066.0,,
4415,,,Colombia,128.0,0.0,1.0,,20210119,289939,,1066.0,,
4416,,,Croatia,128.0,1.0,5.0,,20210119,289939,,1066.0,,
4417,,,Bulgaria,127.0,3.0,0.0,,20210119,289939,,1066.0,,
4418,,Liaoning,China,126.0,2.0,122.0,,20210119,289939,,1066.0,,
4419,,South Carolina,US,126.0,1.0,0.0,,20210119,289939,,1066.0,,
4420,,Virginia,US,122.0,2.0,0.0,,20210119,289939,,1066.0,,
4421,,Minnesota,US,115.0,0.0,0.0,,20210119,289939,,1066.0,,
4422,,Nevada,US,114.0,1.0,0.0,,20210119,289939,,1066.0,,
4423,,Oregon,US,114.0,3.0,0.0,,20210119,289939,,1066.0,,
4424,,,Latvia,111.0,0.0,1.0,,20210119,289939,,1066.0,,
4425,,Arkansas,US,96.0,0.0,0.0,,20210119,289939,,1066.0,,
4426,,,Uruguay,94.0,0.0,0.0,,20210119,289939,,1066.0,,
4427,,,Vietnam,91.0,0.0,16.0,,20210119,289939,,1066.0,,
4428,,,Algeria,90.0,11.0,32.0,,20210119,289939,,1066.0,,
4429,,,Bosnia and Herzegovina,89.0,0.0,2.0,,20210119,289939,,1066.0,,
4430,,,Costa Rica,89.0,1.0,0.0,,20210119,289939,,1066.0,,
4431,,Indiana,US,86.0,2.0,0.0,,20210119,289939,,1066.0,,
4432,,,Hungary,85.0,3.0,2.0,,20210119,289939,,1066.0,,
4433,,,Jordan,85.0,0.0,1.0,,20210119,289939,,1066.0,,
4434,,Alabama,US,83.0,0.0,0.0,,20210119,289939,,1066.0,,
4435,,Faroe Islands,Denmark,80.0,0.0,0.0,,20210119,289939,,1066.0,,
4436,,Mississippi,US,80.0,1.0,0.0,,20210119,289939,,1066.0,,
4437,,,Brunei,78.0,0.0,1.0,,20210119,289939,,1066.0,,
4438,,Arizona,US,78.0,0.0,0.0,,20210119,289939,,1066.0,,
4439,,Utah,US,78.0,0.0,0.0,,20210119,289939,,1066.0,,
4440,,,Morocco,77.0,3.0,1.0,,20210119,289939,,1066.0,,
4441,,,Andorra,75.0,0.0,1.0,,20210119,289939,,1066.0,,
4442,,,Sri Lanka,73.0,0.0,3.0,,20210119,289939,,1066.0,,
4443,,,Dominican Republic,72.0,2.0,0.0,,20210119,289939,,1066.0,,
4444,,District of Columbia,US,71.0,1.0,0.0,,20210119,289939,,1066.0,,
4445,,,Albania,70.0,2.0,0.0,,20210119,289939,,1066.0,,
4446,,,Belarus,69.0,0.0,5.0,,20210119,289939,,1066.0,,
4447,,,North Macedonia,67.0,0.0,1.0,,20210119,289939,,1066.0,,
4448,,,Moldova,66.0,1.0,1.0,,20210119,289939,,1066.0,,
4449,,Western Australia,Australia,64.0,1.0,0.0,,20210119,289939,,1066.0,,
4450,,,Malta,64.0,0.0,2.0,,20210119,289939,,1066.0,,
4451,,Maine,US,56.0,0.0,0.0,,20210119,289939,,1066.0,,
4452,,,Tunisia,54.0,1.0,0.0,,20210119,289939,,1066.0,,
4453,,Rhode Island,US,54.0,0.0,0.0,,20210119,289939,,1066.0,,
4454,,Missouri,US,53.0,2.0,0.0,,20210119,289939,,1066.0,,
4455,,,Cambodia,51.0,0.0,1.0,,20210119,289939,,1066.0,,
4456,,South Australia,Australia,50.0,0.0,3.0,,20210119,289939,,1066.0,,
4457,,,Kazakhstan,49.0,3.0,0.0,,20210119,289939,,1066.0,,
4458,,,Lithuania,49.0,0.0,1.0,,20210119,289939,,1066.0,,
4459,,Oklahoma,US,49.0,1.0,0.0,,20210119,289939,,1066.0,,
4460,,Kentucky,US,47.0,2.0,0.0,,20210119,289939,,1066.0,,
4461,,,Guadeloupe,45.0,0.0,0.0,,20210119,289939,,1066.0,,
4462,,Iowa,US,45.0,0.0,0.0,,20210119,289939,,1066.0,,
4463,,Kansas,US,44.0,1.0,0.0,,20210119,289939,,1066.0,,
4464,,,Georgia,43.0,0.0,1.0,,20210119,289939,,1066.0,,
4465,,New Mexico,US,43.0,0.0,0.0,,20210119,289939,,1066.0,,
4466,,,Burkina Faso,40.0,1.0,0.0,,20210119,289939,,1066.0,,
4467,,,New Zealand,39.0,0.0,0.0,,20210119,289939,,1066.0,,
4468,,,Senegal,38.0,0.0,2.0,,20210119,289939,,1066.0,,
4469,,Delaware,US,38.0,0.0,0.0,,20210119,289939,,1066.0,,
4470,,Nebraska,US,37.0,0.0,0.0,,20210119,289939,,1066.0,,
4471,,,Uzbekistan,33.0,0.0,0.0,,20210119,289939,,1066.0,,
4472,,,Martinique,32.0,1.0,0.0,,20210119,289939,,1066.0,,
4473,,Vermont,US,29.0,2.0,0.0,,20210119,289939,,1066.0,,
4474,,,Ukraine,29.0,3.0,0.0,,20210119,289939,,1066.0,,
4475,,,Reunion,28.0,0.0,0.0,,20210119,289939,,1066.0,,
4476,,Hawaii,US,26.0,0.0,0.0,,20210119,289939,,1066.0,,
4477,,,Afghanistan,24.0,0.0,1.0,,20210119,289939,,1066.0,,
4478,,,Honduras,24.0,0.0,0.0,,20210119,289939,,1066.0,,
4479,,Idaho,US,23.0,0.0,0.0,,20210119,289939,,1066.0,,
4480,,,Bangladesh,20.0,1.0,3.0,,20210119,289939,,1066.0,,
4481,,,Cameroon,20.0,0.0,0.0,,20210119,289939,,1066.0,,
4482,,Saskatchewan,Canada,20.0,0.0,0.0,,20210119,289939,,1066.0,,
4483,,North Dakota,US,19.0,0.0,0.0,,20210119,289939,,1066.0,,
4484,,Wyoming,US,19.0,0.0,0.0,,20210119,289939,,1066.0,,
4485,,,Congo (Kinshasa),18.0,0.0,0.0,,20210119,289939,,1066.0,,
4486,,,Rwanda,17.0,0.0,0.0,,20210119,289939,,1066.0,,
4487,,,Cuba,16.0,1.0,0.0,,20210119,289939,,1066.0,,
4488,,,Ghana,16.0,0.0,0.0,,20210119,289939,,1066.0,,
4489,,,Jamaica,16.0,1.0,2.0,,20210119,289939,,1066.0,,
4490,,,Bolivia,15.0,0.0,0.0,,20210119,289939,,1066.0,,
4491,,Nova Scotia,Canada,15.0,0.0,0.0,,20210119,289939,,1066.0,,
4492,,,French Guiana,15.0,0.0,0.0,,20210119,289939,,1066.0,,
4493,,Montana,US,15.0,0.0,0.0,,20210119,289939,,1066.0,,
4494,,,Montenegro,14.0,0.0,0.0,,20210119,289939,,1066.0,,
4495,,South Dakota,US,14.0,1.0,0.0,,20210119,289939,,1066.0,,
4496,,Channel Islands,United Kingdom,14.0,0.0,0.0,,20210119,289939,,1066.0,,
4497,,,Paraguay,13.0,0.0,0.0,,20210119,289939,,1066.0,,
4498,,,Guatemala,12.0,1.0,0.0,,20210119,289939,,1066.0,,
4499,,,Mauritius,12.0,0.0,0.0,,20210119,289939,,1066.0,,
4500,,,Nigeria,12.0,0.0,1.0,,20210119,289939,,1066.0,,
4501,,Alaska,US,12.0,0.0,0.0,,20210119,289939,,1066.0,,
4502,,French Polynesia,France,11.0,0.0,0.0,,20210119,289939,,1066.0,,
4503,,,Monaco,11.0,0.0,0.0,,20210119,289939,,1066.0,,
4504,,Grand Princess,Canada,10.0,0.0,0.0,,20210119,289939,,1066.0,,
4505,,,Ethiopia,9.0,0.0,0.0,,20210119,289939,,1066.0,,
4506,,,Togo,9.0,0.0,1.0,,20210119,289939,,1066.0,,
4507,,,Seychelles,7.0,0.0,0.0,,20210119,289939,,1066.0,,
4508,,West Virginia,US,7.0,0.0,0.0,,20210119,289939,,1066.0,,
4509,,Australian Capital Territory,Australia,6.0,0.0,0.0,,20210119,289939,,1066.0,,
4510,,,Kyrgyzstan,6.0,0.0,0.0,,20210119,289939,,1066.0,,
4511,,,Mayotte,6.0,0.0,0.0,,20210119,289939,,1066.0,,
4512,,Aruba,Netherlands,5.0,0.0,0.0,,20210119,289939,,1066.0,,
4513,,Newfoundland and Labrador,Canada,4.0,0.0,0.0,,20210119,289939,,1066.0,,
4514,,,Suriname,4.0,0.0,0.0,,20210119,289939,,1066.0,,
4515,,Northern Territory,Australia,3.0,0.0,0.0,,20210119,289939,,1066.0,,
4516,,,Central African Republic,3.0,0.0,0.0,,20210119,289939,,1066.0,,
4517,,,Gabon,3.0,1.0,0.0,,20210119,289939,,1066.0,,
4518,,,Madagascar,3.0,0.0,0.0,,20210119,289939,,1066.0,,
4519,,United States Virgin Islands,US,3.0,0.0,0.0,,20210119,289939,,1066.0,,
4520,,,Bhutan,2.0,0.0,0.0,,20210119,289939,,1066.0,,
4521,,,Haiti,2.0,0.0,0.0,,20210119,289939,,1066.0,,
4522,,,Angola,1.0,0.0,0.0,,20210119,289939,,1066.0,,
4523,,,Cabo Verde,1.0,0.0,0.0,,20210119,289939,,1066.0,,
4524,,Sint Maarten,Netherlands,1.0,0.0,0.0,,20210119,289939,,1066.0,,
4525,,,Niger,1.0,0.0,0.0,,20210119,289939,,1066.0,,
4526,,,Papua New Guinea,1.0,0.0,0.0,,20210119,289939,,1066.0,,
4527,,,US,1.0,0.0,147.0,,20210119,289939,,1066.0,,
4528,,Isle of Man,United Kingdom,1.0,0.0,0.0,,20210119,289939,,1066.0,,
4529,,,Zimbabwe,1.0,0.0,0.0,,20210119,289939,,1066.0,,
4530,,Hubei,China,67800.0,3139.0,58946.0,,20210119,289939,,1066.0,,
4531,,,Italy,53578.0,4825.0,6072.0,,20210119,289939,,1066.0,,
4532,,,Spain,25374.0,1375.0,2125.0,,20210119,289939,,1066.0,,
4533,,,Germany,22213.0,84.0,233.0,,20210119,289939,,1066.0,,
4534,,,Iran,20610.0,1556.0,7635.0,,20210119,289939,,1066.0,,
4535,,New York,US,11710.0,60.0,0.0,,20210119,289939,,1066.0,,
4536,,,South Korea,8799.0,102.0,1540.0,,20210119,289939,,1066.0,,
4537,,,Switzerland,6575.0,75.0,15.0,,20210119,289939,,1066.0,,
4538,,,United Kingdom,5018.0,233.0,65.0,,20210119,289939,,1066.0,,
4539,,Netherlands,Netherlands,3631.0,136.0,2.0,,20210119,289939,,1066.0,,
4540,,,Belgium,2815.0,67.0,263.0,,20210119,289939,,1066.0,,
4541,,,Austria,2814.0,8.0,9.0,,20210119,289939,,1066.0,,
4542,,,Norway,2118.0,7.0,1.0,,20210119,289939,,1066.0,,
4543,,Washington,US,1793.0,94.0,0.0,,20210119,289939,,1066.0,,
4544,,,Sweden,1763.0,20.0,16.0,,20210119,289939,,1066.0,,
4545,,Guangdong,China,1400.0,8.0,1325.0,,20210119,289939,,1066.0,,
4546,,California,US,1364.0,24.0,0.0,,20210119,289939,,1066.0,,
4547,,New Jersey,US,1327.0,16.0,0.0,,20210119,289939,,1066.0,,
4548,,,Denmark,1326.0,13.0,1.0,,20210119,289939,,1066.0,,
4549,,,Portugal,1280.0,12.0,5.0,,20210119,289939,,1066.0,,
4550,,Zhejiang,China,1236.0,1.0,1219.0,,20210119,289939,,1066.0,,
4551,,,Malaysia,1183.0,4.0,114.0,,20210119,289939,,1066.0,,
4552,,,Brazil,1021.0,15.0,2.0,,20210119,289939,,1066.0,,
4553,,,Japan,1007.0,35.0,232.0,,20210119,289939,,1066.0,,
4554,,,Czechia,995.0,0.0,6.0,,20210119,289939,,1066.0,,
4555,,,Israel,883.0,1.0,36.0,,20210119,289939,,1066.0,,
4556,,Michigan,US,788.0,5.0,0.0,,20210119,289939,,1066.0,,
4557,,,Ireland,785.0,3.0,5.0,,20210119,289939,,1066.0,,
4558,,Shandong,China,764.0,7.0,749.0,,20210119,289939,,1066.0,,
4559,,Illinois,US,753.0,6.0,0.0,,20210119,289939,,1066.0,,
4560,,,Pakistan,730.0,3.0,13.0,,20210119,289939,,1066.0,,
4561,,Diamond Princess,Cruise Ship,712.0,8.0,325.0,,20210119,289939,,1066.0,,
4562,,,Luxembourg,670.0,8.0,0.0,,20210119,289939,,1066.0,,
4563,,,Turkey,670.0,9.0,0.0,,20210119,289939,,1066.0,,
4564,,Florida,US,659.0,13.0,0.0,,20210119,289939,,1066.0,,
4565,,Louisiana,US,585.0,16.0,0.0,,20210119,289939,,1066.0,,
4566,,Texas,US,581.0,5.0,0.0,,20210119,289939,,1066.0,,
4567,,Sichuan,China,542.0,3.0,536.0,,20210119,289939,,1066.0,,
4568,,,Chile,537.0,0.0,6.0,,20210119,289939,,1066.0,,
4569,,,Poland,536.0,5.0,1.0,,20210119,289939,,1066.0,,
4570,,,Greece,530.0,13.0,19.0,,20210119,289939,,1066.0,,
4571,,Massachusetts,US,525.0,1.0,0.0,,20210119,289939,,1066.0,,
4572,,,Finland,523.0,1.0,10.0,,20210119,289939,,1066.0,,
4573,,Georgia,US,507.0,14.0,0.0,,20210119,289939,,1066.0,,
4574,,,Ecuador,506.0,7.0,3.0,,20210119,289939,,1066.0,,
4575,,Beijing,China,504.0,8.0,396.0,,20210119,289939,,1066.0,,
4576,,,Qatar,481.0,0.0,27.0,,20210119,289939,,1066.0,,
4577,,,Iceland,473.0,1.0,22.0,,20210119,289939,,1066.0,,
4578,,,Indonesia,450.0,38.0,15.0,,20210119,289939,,1066.0,,
4579,,New South Wales,Australia,436.0,6.0,4.0,,20210119,289939,,1066.0,,
4580,,,Singapore,432.0,2.0,140.0,,20210119,289939,,1066.0,,
4581,,British Columbia,Canada,424.0,10.0,4.0,,20210119,289939,,1066.0,,
4582,,,Thailand,411.0,1.0,42.0,,20210119,289939,,1066.0,,
4583,,Pennsylvania,US,396.0,2.0,0.0,,20210119,289939,,1066.0,,
4584,,,Saudi Arabia,392.0,0.0,16.0,,20210119,289939,,1066.0,,
4585,,Colorado,US,390.0,4.0,0.0,,20210119,289939,,1066.0,,
4586,,,Slovenia,383.0,1.0,0.0,,20210119,289939,,1066.0,,
4587,,Shanghai,China,380.0,3.0,327.0,,20210119,289939,,1066.0,,
4588,,Ontario,Canada,377.0,3.0,6.0,,20210119,289939,,1066.0,,
4589,,Tennessee,US,371.0,1.0,0.0,,20210119,289939,,1066.0,,
4590,,,Romania,367.0,0.0,52.0,,20210119,289939,,1066.0,,
4591,,,India,330.0,4.0,23.0,,20210119,289939,,1066.0,,
4592,,,Peru,318.0,5.0,1.0,,20210119,289939,,1066.0,,
4593,,,Philippines,307.0,19.0,13.0,,20210119,289939,,1066.0,,
4594,,,Estonia,306.0,0.0,1.0,,20210119,289939,,1066.0,,
4595,,,Russia,306.0,1.0,12.0,,20210119,289939,,1066.0,,
4596,,,Bahrain,305.0,1.0,125.0,,20210119,289939,,1066.0,,
4597,,Fujian,China,303.0,1.0,295.0,,20210119,289939,,1066.0,,
4598,,,Egypt,294.0,10.0,41.0,,20210119,289939,,1066.0,,
4599,,Wisconsin,US,282.0,4.0,0.0,,20210119,289939,,1066.0,,
4600,,Hong Kong,China,273.0,4.0,98.0,,20210119,289939,,1066.0,,
4601,,North Carolina,US,253.0,0.0,0.0,,20210119,289939,,1066.0,,
4602,,Shaanxi,China,248.0,3.0,239.0,,20210119,289939,,1066.0,,
4603,,Ohio,US,248.0,3.0,0.0,,20210119,289939,,1066.0,,
4604,,,South Africa,240.0,0.0,0.0,,20210119,289939,,1066.0,,
4605,,Victoria,Australia,229.0,0.0,8.0,,20210119,289939,,1066.0,,
4606,,Queensland,Australia,221.0,0.0,8.0,,20210119,289939,,1066.0,,
4607,,,Iraq,214.0,17.0,51.0,,20210119,289939,,1066.0,,
4608,,,Croatia,206.0,1.0,5.0,,20210119,289939,,1066.0,,
4609,,,Mexico,203.0,2.0,4.0,,20210119,289939,,1066.0,,
4610,,,Panama,200.0,1.0,0.0,,20210119,289939,,1066.0,,
4611,,,Colombia,196.0,0.0,1.0,,20210119,289939,,1066.0,,
4612,,Alberta,Canada,195.0,1.0,0.0,,20210119,289939,,1066.0,,
4613,,Connecticut,US,194.0,4.0,0.0,,20210119,289939,,1066.0,,
4614,,Maryland,US,193.0,2.0,0.0,,20210119,289939,,1066.0,,
4615,,,Lebanon,187.0,4.0,4.0,,20210119,289939,,1066.0,,
4616,,Quebec,Canada,181.0,5.0,0.0,,20210119,289939,,1066.0,,
4617,,,Slovakia,178.0,1.0,0.0,,20210119,289939,,1066.0,,
4618,,,Kuwait,176.0,0.0,27.0,,20210119,289939,,1066.0,,
4619,,,Serbia,171.0,1.0,1.0,,20210119,289939,,1066.0,,
4620,,South Carolina,US,171.0,3.0,0.0,,20210119,289939,,1066.0,,
4621,,,Bulgaria,163.0,3.0,3.0,,20210119,289939,,1066.0,,
4622,,Nevada,US,161.0,2.0,0.0,,20210119,289939,,1066.0,,
4623,,,Armenia,160.0,0.0,1.0,,20210119,289939,,1066.0,,
4624,,,Argentina,158.0,4.0,3.0,,20210119,289939,,1066.0,,
4625,,Virginia,US,156.0,2.0,0.0,,20210119,289939,,1066.0,,
4626,,,Taiwan*,153.0,2.0,28.0,,20210119,289939,,1066.0,,
4627,,,United Arab Emirates,153.0,2.0,38.0,,20210119,289939,,1066.0,,
4628,,,San Marino,144.0,20.0,4.0,,20210119,289939,,1066.0,,
4629,,Mississippi,US,140.0,1.0,0.0,,20210119,289939,,1066.0,,
4630,,,Algeria,139.0,15.0,32.0,,20210119,289939,,1066.0,,
4631,,Minnesota,US,138.0,1.0,0.0,,20210119,289939,,1066.0,,
4632,,Utah,US,136.0,0.0,0.0,,20210119,289939,,1066.0,,
4633,,Gansu,China,134.0,2.0,113.0,,20210119,289939,,1066.0,,
4634,,Alabama,US,131.0,0.0,0.0,,20210119,289939,,1066.0,,
4635,,Indiana,US,128.0,4.0,0.0,,20210119,289939,,1066.0,,
4636,,,Latvia,124.0,0.0,1.0,,20210119,289939,,1066.0,,
4637,,Arkansas,US,122.0,0.0,0.0,,20210119,289939,,1066.0,,
4638,,Arizona,US,118.0,1.0,0.0,,20210119,289939,,1066.0,,
4639,,,Costa Rica,117.0,2.0,2.0,,20210119,289939,,1066.0,,
4640,,Oregon,US,114.0,5.0,0.0,,20210119,289939,,1066.0,,
4641,,,Dominican Republic,112.0,2.0,0.0,,20210119,289939,,1066.0,,
4642,,,Uruguay,110.0,0.0,0.0,,20210119,289939,,1066.0,,
4643,,,Hungary,103.0,4.0,7.0,,20210119,289939,,1066.0,,
4644,,,Morocco,96.0,3.0,3.0,,20210119,289939,,1066.0,,
4645,,,Vietnam,94.0,0.0,17.0,,20210119,289939,,1066.0,,
4646,,,Bosnia and Herzegovina,93.0,1.0,2.0,,20210119,289939,,1066.0,,
4647,,Faroe Islands,Denmark,92.0,0.0,0.0,,20210119,289939,,1066.0,,
4648,,Western Australia,Australia,90.0,1.0,0.0,,20210119,289939,,1066.0,,
4649,,,Andorra,88.0,0.0,1.0,,20210119,289939,,1066.0,,
4650,,Kentucky,US,87.0,3.0,0.0,,20210119,289939,,1066.0,,
4651,,,North Macedonia,85.0,0.0,1.0,,20210119,289939,,1066.0,,
4652,,,Cyprus,84.0,0.0,0.0,,20210119,289939,,1066.0,,
4653,,,Brunei,83.0,0.0,2.0,,20210119,289939,,1066.0,,
4654,,,Lithuania,83.0,1.0,1.0,,20210119,289939,,1066.0,,
4655,,,Moldova,80.0,1.0,1.0,,20210119,289939,,1066.0,,
4656,,,Sri Lanka,77.0,0.0,1.0,,20210119,289939,,1066.0,,
4657,,District of Columbia,US,98.0,1.0,0.0,,20210119,289939,,1066.0,,
4658,,,Albania,76.0,2.0,2.0,,20210119,289939,,1066.0,,
4659,,,Belarus,76.0,0.0,15.0,,20210119,289939,,1066.0,,
4660,,Missouri,US,74.0,3.0,0.0,,20210119,289939,,1066.0,,
4661,,,Malta,73.0,0.0,2.0,,20210119,289939,,1066.0,,
4662,,Maine,US,70.0,0.0,0.0,,20210119,289939,,1066.0,,
4663,,,Venezuela,70.0,0.0,0.0,,20210119,289939,,1066.0,,
4664,,Iowa,US,68.0,0.0,0.0,,20210119,289939,,1066.0,,
4665,,South Australia,Australia,67.0,0.0,3.0,,20210119,289939,,1066.0,,
4666,,Rhode Island,US,66.0,0.0,0.0,,20210119,289939,,1066.0,,
4667,,,Burkina Faso,64.0,2.0,5.0,,20210119,289939,,1066.0,,
4668,,,Tunisia,60.0,1.0,0.0,,20210119,289939,,1066.0,,
4669,,Kansas,US,57.0,2.0,0.0,,20210119,289939,,1066.0,,
4670,,New Hampshire,US,55.0,0.0,0.0,,20210119,289939,,1066.0,,
4671,,,Azerbaijan,53.0,1.0,11.0,,20210119,289939,,1066.0,,
4672,,,Cambodia,53.0,0.0,1.0,,20210119,289939,,1066.0,,
4673,,,Guadeloupe,53.0,0.0,0.0,,20210119,289939,,1066.0,,
4674,,,Kazakhstan,53.0,0.0,0.0,,20210119,289939,,1066.0,,
4675,,Oklahoma,US,53.0,1.0,0.0,,20210119,289939,,1066.0,,
4676,,,New Zealand,52.0,0.0,0.0,,20210119,289939,,1066.0,,
4677,,,Oman,52.0,0.0,12.0,,20210119,289939,,1066.0,,
4678,,,Georgia,49.0,0.0,1.0,,20210119,289939,,1066.0,,
4679,,,Trinidad and Tobago,49.0,0.0,1.0,,20210119,289939,,1066.0,,
4680,,,Senegal,47.0,0.0,5.0,,20210119,289939,,1066.0,,
4681,,,Ukraine,47.0,3.0,1.0,,20210119,289939,,1066.0,,
4682,,,Reunion,45.0,0.0,0.0,,20210119,289939,,1066.0,,
4683,,Delaware,US,45.0,0.0,0.0,,20210119,289939,,1066.0,,
4684,,,Uzbekistan,43.0,0.0,0.0,,20210119,289939,,1066.0,,
4685,,Nebraska,US,38.0,0.0,0.0,,20210119,289939,,1066.0,,
4686,,,Liechtenstein,37.0,0.0,0.0,,20210119,289939,,1066.0,,
4687,,Hawaii,US,37.0,0.0,0.0,,20210119,289939,,1066.0,,
4688,,Idaho,US,36.0,0.0,0.0,,20210119,289939,,1066.0,,
4689,,Channel Islands,United Kingdom,32.0,0.0,0.0,,20210119,289939,,1066.0,,
4690,,North Dakota,US,28.0,0.0,0.0,,20210119,289939,,1066.0,,
4691,,,Cameroon,27.0,0.0,0.0,,20210119,289939,,1066.0,,
4692,,Saskatchewan,Canada,26.0,0.0,0.0,,20210119,289939,,1066.0,,
4693,,,Bangladesh,25.0,2.0,3.0,,20210119,289939,,1066.0,,
4694,,,Congo (Kinshasa),23.0,1.0,0.0,,20210119,289939,,1066.0,,
4695,,Wyoming,US,23.0,0.0,0.0,,20210119,289939,,1066.0,,
4696,,,Nigeria,22.0,0.0,1.0,,20210119,289939,,1066.0,,
4697,,Nova Scotia,Canada,21.0,0.0,0.0,,20210119,289939,,1066.0,,
4698,,,Cuba,21.0,1.0,0.0,,20210119,289939,,1066.0,,
4699,,Montana,US,21.0,0.0,0.0,,20210119,289939,,1066.0,,
4700,,,Bolivia,19.0,0.0,0.0,,20210119,289939,,1066.0,,
4701,,,Ghana,19.0,1.0,0.0,,20210119,289939,,1066.0,,
4702,,Manitoba,Canada,18.0,0.0,0.0,,20210119,289939,,1066.0,,
4703,,Macau,China,18.0,0.0,10.0,,20210119,289939,,1066.0,,
4704,,,French Guiana,18.0,0.0,6.0,,20210119,289939,,1066.0,,
4705,,,Paraguay,18.0,1.0,0.0,,20210119,289939,,1066.0,,
4706,,New Brunswick,Canada,17.0,0.0,0.0,,20210119,289939,,1066.0,,
4707,,,Guatemala,17.0,1.0,0.0,,20210119,289939,,1066.0,,
4708,,Tasmania,Australia,16.0,0.0,3.0,,20210119,289939,,1066.0,,
4709,,,Togo,16.0,0.0,1.0,,20210119,289939,,1066.0,,
4710,,French Polynesia,France,15.0,0.0,0.0,,20210119,289939,,1066.0,,
4711,,Alaska,US,15.0,0.0,0.0,,20210119,289939,,1066.0,,
4712,,,Cote d'Ivoire,14.0,0.0,1.0,,20210119,289939,,1066.0,,
4713,,,Kyrgyzstan,14.0,0.0,0.0,,20210119,289939,,1066.0,,
4714,,,Mauritius,14.0,1.0,0.0,,20210119,289939,,1066.0,,
4715,,,Monaco,11.0,0.0,0.0,,20210119,289939,,1066.0,,
4716,,,Mongolia,10.0,0.0,0.0,,20210119,289939,,1066.0,,
4717,,Australian Capital Territory,Australia,9.0,0.0,0.0,,20210119,289939,,1066.0,,
4718,,West Virginia,US,8.0,0.0,0.0,,20210119,289939,,1066.0,,
4719,,,Mayotte,7.0,0.0,0.0,,20210119,289939,,1066.0,,
4720,,,Barbados,6.0,0.0,0.0,,20210119,289939,,1066.0,,
4721,,Newfoundland and Labrador,Canada,6.0,0.0,0.0,,20210119,289939,,1066.0,,
4722,,United States Virgin Islands,US,6.0,0.0,0.0,,20210119,289939,,1066.0,,
4723,,,Bahamas,4.0,0.0,0.0,,20210119,289939,,1066.0,,
4724,,New Caledonia,France,4.0,0.0,0.0,,20210119,289939,,1066.0,,
4725,,,Gabon,4.0,1.0,0.0,,20210119,289939,,1066.0,,
4726,,,Cabo Verde,3.0,0.0,0.0,,20210119,289939,,1066.0,,
4727,,,El Salvador,3.0,0.0,0.0,,20210119,289939,,1066.0,,
4728,,,Liberia,3.0,0.0,0.0,,20210119,289939,,1066.0,,
4729,,,Zimbabwe,3.0,0.0,0.0,,20210119,289939,,1066.0,,
4730,,,Angola,2.0,0.0,0.0,,20210119,289939,,1066.0,,
4731,,,Guinea,2.0,0.0,0.0,,20210119,289939,,1066.0,,
4732,,,Haiti,2.0,0.0,0.0,,20210119,289939,,1066.0,,
4733,,,Nicaragua,2.0,0.0,0.0,,20210119,289939,,1066.0,,
4734,,Bermuda,United Kingdom,2.0,0.0,0.0,,20210119,289939,,1066.0,,
4735,,Northwest Territories,Canada,1.0,0.0,0.0,,20210119,289939,,1066.0,,
